bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,title_clean,authors_clean,publisher_clean,combined_text
163,The Untouchable,John Banville,3.95,0679767479,9780679767473,eng,367,2163,216,6/30/1998,Vintage,the untouchable,john banville,vintage,the untouchable john banville vintage
164,The Untouchables,Eliot Ness/Oscar Fraley,3.89,1568491980,9781568491981,eng,256,613,31,2/1/1996,Buccaneer Books,the untouchables,eliot ness oscar fraley,buccaneer books,the untouchables eliot ness oscar fraley buccaneer books
165,Untouchables: My Family's Triumphant Journey Out of the Caste System in Modern India,Narendra Jadhav,3.82,0743270797,9780743270793,en-US,320,308,40,9/27/2005,Scribner,untouchables my family s triumphant journey out of the caste system in modern india,narendra jadhav,scribner,untouchables my family s triumphant journey out of the caste system in modern india narendra jadhav scribner
166,Dalit: The Black Untaouchables of India,V.T. Rajshekar/Y.N. Kly,4.2,0932863051,9780932863058,eng,100,10,0,1/28/1995,Clarity Press,dalit the black untaouchables of india,v t rajshekar y n kly,clarity press,dalit the black untaouchables of india v t rajshekar y n kly clarity press
168,Growing Up Untouchable in India: A Dalit Autobiography,Vasant Moon/Gail Omvedt/Eleanor Zelliot,3.65,0742508803,9780742508804,eng,224,16,4,12/20/2000,Rowman & Littlefield Publishers,growing up untouchable in india a dalit autobiography,vasant moon gail omvedt eleanor zelliot,rowman littlefield publishers,growing up untouchable in india a dalit autobiography vasant moon gail omvedt eleanor zelliot rowman littlefield publishers
171,The Evidence-Based Social Work Skills Book,Barry R. Cournoyer,3.4,0205358624,9780205358625,eng,216,10,0,9/22/2003,Pearson,the evidence based social work skills book,barry r cournoyer,pearson,the evidence based social work skills book barry r cournoyer pearson
177,"A Wrinkle in Time: A Guide for Using ""A Wrinkle in Time"" in the Classroom",John Carratello/Patty Carratello/Theresa Wright,4.0,1557344035,9781557344038,eng,48,17,0,9/28/1991,Teacher Created Resources,a wrinkle in time a guide for using a wrinkle in time in the classroom,john carratello patty carratello theresa wright,teacher created resources,a wrinkle in time a guide for using a wrinkle in time in the classroom john carratello patty carratello theresa wright teacher created resources
180,Wrinkles in Time,George Smoot/Keay Davidson,4.01,0380720442,9780380720446,eng,360,1035,23,10/1/1994,Harper Perennial,wrinkles in time,george smoot keay davidson,harper perennial,wrinkles in time george smoot keay davidson harper perennial
181,A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1),Madeleine L'Engle,4.0,0821925326,9780821925324,eng,250,36,6,5/1/2002,EMC/Paradigm Publishing,a wrinkle in time with related readings a wrinkle in time quintet 1,madeleine l engle,emc paradigm publishing,a wrinkle in time with related readings a wrinkle in time quintet 1 madeleine l engle emc paradigm publishing
182,Literature Circle Guide: A Wrinkle in Time,Tara MacCarthy,3.6,043927169X,9780439271691,eng,32,15,0,1/1/2002,Teaching Resources,literature circle guide a wrinkle in time,tara maccarthy,teaching resources,literature circle guide a wrinkle in time tara maccarthy teaching resources
201,Una arruga en el tiempo – A Wrinkle in Time,Madeleine L'Engle,4.0,0606105263,9780606105262,spa,205,6,1,6/1/1984,Turtleback Books,una arruga en el tiempo a wrinkle in time,madeleine l engle,turtleback books,una arruga en el tiempo a wrinkle in time madeleine l engle turtleback books
204,The Long Shadow (The Morland Dynasty  #6),Cynthia Harrod-Eagles,4.12,0751506435,9780751506433,eng,367,376,17,6/1/1994,Little  Brown Book Group,the long shadow the morland dynasty 6,cynthia harrod eagles,little brown book group,the long shadow the morland dynasty 6 cynthia harrod eagles little brown book group
205,A Long Shadow (Inspector Ian Rutledge  #8),Charles Todd,4.11,006078671X,9780060786717,eng,352,3086,237,1/3/2006,William Morrow,a long shadow inspector ian rutledge 8,charles todd,william morrow,a long shadow inspector ian rutledge 8 charles todd william morrow
207,Long Way Round: Chasing Shadows Across the World,Ewan McGregor/Charley Boorman/Robert Uhlig,3.94,0743499344,9780743499347,en-US,320,352,44,11/1/2005,Atria Books,long way round chasing shadows across the world,ewan mcgregor charley boorman robert uhlig,atria books,long way round chasing shadows across the world ewan mcgregor charley boorman robert uhlig atria books
208,A Shadow in Summer (Long Price Quartet  #1),Daniel Abraham,3.6,0765313405,9780765313409,eng,331,9852,633,3/7/2006,Tor Books,a shadow in summer long price quartet 1,daniel abraham,tor books,a shadow in summer long price quartet 1 daniel abraham tor books
213,New Hope for the Dead (Hoke Mosely #2),Charles Willeford/James Lee Burke,3.9,1400032490,9781400032495,eng,244,821,78,8/10/2004,Vintage Crime/Black Lizard,new hope for the dead hoke mosely 2,charles willeford james lee burke,vintage crime black lizard,new hope for the dead hoke mosely 2 charles willeford james lee burke vintage crime black lizard
214,Sideswipe: A Hoke Moseley Novel,Charles Willeford/Lawrence Block,4.05,1400032482,9781400032488,eng,215,731,72,3/8/2005,Vintage Crime/Black Lizard,sideswipe a hoke moseley novel,charles willeford lawrence block,vintage crime black lizard,sideswipe a hoke moseley novel charles willeford lawrence block vintage crime black lizard
216,Miami Blues (Hoke Moseley #1),Charles Willeford/Elmore Leonard,3.94,1400032466,9781400032464,eng,191,2897,178,8/10/2004,Vintage Crime/Black Lizard,miami blues hoke moseley 1,charles willeford elmore leonard,vintage crime black lizard,miami blues hoke moseley 1 charles willeford elmore leonard vintage crime black lizard
230,The Burnt Orange Heresy (Vintage Crime/Black Lizard),Charles Willeford,3.89,0679732527,9780679732525,eng,144,98,11,10/3/1990,Vintage,the burnt orange heresy vintage crime black lizard,charles willeford,vintage,the burnt orange heresy vintage crime black lizard charles willeford vintage
231,I am Charlotte Simmons,Tom Wolfe,3.42,0312424442,9780312424442,eng,738,20888,1688,8/30/2005,Picador USA,i am charlotte simmons,tom wolfe,picador usa,i am charlotte simmons tom wolfe picador usa
237,Poetry for Young People: Edward Lear,Edward Lear/Laura Huliska-Beith/Edward Mendelson,3.91,0806930772,9780806930770,eng,48,66,19,10/1/2001,Sterling,poetry for young people edward lear,edward lear laura huliska beith edward mendelson,sterling,poetry for young people edward lear edward lear laura huliska beith edward mendelson sterling
244,The Puffin Book of Nonsense Verse,Quentin Blake,4.02,0140366601,9780140366600,eng,287,81,6,10/3/1996,Puffin,the puffin book of nonsense verse,quentin blake,puffin,the puffin book of nonsense verse quentin blake puffin
245,Henry Miller on Writing,Henry Miller/Thomas H. Moore,4.22,0811201120,9780811201124,eng,217,981,52,2/1/1964,New Directions Publishing,henry miller on writing,henry miller thomas h moore,new directions publishing,henry miller on writing henry miller thomas h moore new directions publishing
247,Quiet Days in Clichy,Henry Miller,3.69,080213016X,9780802130167,eng,154,3381,141,1/13/1994,Grove Press,quiet days in clichy,henry miller,grove press,quiet days in clichy henry miller grove press
249,Tropic of Cancer,Henry Miller/Jiří Níl,3.68,0802131786,9780802131782,eng,318,53206,2376,1/6/1994,Grove Press,tropic of cancer,henry miller jiří níl,grove press,tropic of cancer henry miller jiří níl grove press
250,Tropic of Capricorn,Henry Miller,3.78,0802151825,9780802151827,eng,348,14872,459,1/13/1994,Grove Press,tropic of capricorn,henry miller,grove press,tropic of capricorn henry miller grove press
251,Nexus (The Rosy Crucifixion  #3),Henry Miller,4.1,0802151787,9780802151780,eng,316,3261,58,1/13/1994,Grove Press,nexus the rosy crucifixion 3,henry miller,grove press,nexus the rosy crucifixion 3 henry miller grove press
252,Sexus (The Rosy Crucifixion  #1),Henry Miller,3.98,0802151809,9780802151803,eng,506,7805,251,1/12/1994,Grove Press,sexus the rosy crucifixion 1,henry miller,grove press,sexus the rosy crucifixion 1 henry miller grove press
253,The Air-Conditioned Nightmare,Henry Miller,3.83,0811201066,9780811201063,eng,292,2699,142,1/17/1970,New Directions,the air conditioned nightmare,henry miller,new directions,the air conditioned nightmare henry miller new directions
264,The Portrait of a Lady,Henry James/Patricia Crick,3.78,0141439637,9780141439631,eng,797,61640,1951,9/30/2003,Penguin Classics,the portrait of a lady,henry james patricia crick,penguin classics,the portrait of a lady henry james patricia crick penguin classics
269,The Portrait of a Lady,Henry James/Gabriel Brownstein/Mary Cregan,3.78,1593080964,9781593080969,eng,635,392,41,1/16/2004,Barnes  Noble Classics,the portrait of a lady,henry james gabriel brownstein mary cregan,barnes noble classics,the portrait of a lady henry james gabriel brownstein mary cregan barnes noble classics
277,Writing,Marguerite Duras,3.75,1571290532,9781571290533,eng,91,778,44,5/6/1999,Brookline Books,writing,marguerite duras,brookline books,writing marguerite duras brookline books
278,The War,Marguerite Duras/Barbara Bray,3.85,1565842219,9781565842212,eng,192,963,65,8/1/1994,The New Press,the war,marguerite duras barbara bray,the new press,the war marguerite duras barbara bray the new press
280,The Ravishing of Lol Stein,Marguerite Duras/Richard Seever,3.66,0394743040,9780394743042,en-US,181,2057,128,3/12/1986,Pantheon,the ravishing of lol stein,marguerite duras richard seever,pantheon,the ravishing of lol stein marguerite duras richard seever pantheon
285,Love Letters,Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari,3.68,1851681825,9781851681822,eng,178,203,8,7/1/1999,One World (UK),love letters,kahlil gibran suheil bushrui salma h al kuzbari,one world uk,love letters kahlil gibran suheil bushrui salma h al kuzbari one world uk
288,Kahlil Gibran: His Life and World,Jean Gibran/جبران خليل جبران/Kahlil Gibran,4.21,156656249X,9781566562492,eng,464,35,2,4/1/1998,Interlink Publishing Group,kahlil gibran his life and world,jean gibran جبران خليل جبران kahlil gibran,interlink publishing group,kahlil gibran his life and world jean gibran جبران خليل جبران kahlil gibran interlink publishing group
289,The Beloved: Reflections on the Path of the Heart,Kahlil Gibran/John Walbridge/Robin Waterfield,4.19,014019553X,9780140195538,eng,102,328,16,1/1/1998,Penguin Books,the beloved reflections on the path of the heart,kahlil gibran john walbridge robin waterfield,penguin books,the beloved reflections on the path of the heart kahlil gibran john walbridge robin waterfield penguin books
290,Jesus the Son of Man,Kahlil Gibran/جبران خليل جبران,3.98,0394431243,9780394431246,eng,216,1308,82,2/21/1995,Knopf,jesus the son of man,kahlil gibran جبران خليل جبران,knopf,jesus the son of man kahlil gibran جبران خليل جبران knopf
291,The Broken Wings,Kahlil Gibran/جبران خليل جبران/Anthony Rizcallah Ferris,3.92,0806501901,9780806501901,eng,132,6432,517,3/3/2003,Citadel,the broken wings,kahlil gibran جبران خليل جبران anthony rizcallah ferris,citadel,the broken wings kahlil gibran جبران خليل جبران anthony rizcallah ferris citadel
292,Sand and Foam,Kahlil Gibran/جبران خليل جبران,4.08,067943920X,9780679439202,eng,100,3015,217,6/14/2011,Knopf,sand and foam,kahlil gibran جبران خليل جبران,knopf,sand and foam kahlil gibran جبران خليل جبران knopf
295,Treasure Island,Robert Louis Stevenson,3.83,0753453800,9780753453803,eng,311,318753,6734,9/15/2001,Kingfisher,treasure island,robert louis stevenson,kingfisher,treasure island robert louis stevenson kingfisher
296,Treasure Island,Robert Louis Stevenson/Scott McKowen,3.83,1402714572,9781402714573,en-US,213,420,42,10/1/2004,Sterling Children's Books,treasure island,robert louis stevenson scott mckowen,sterling children s books,treasure island robert louis stevenson scott mckowen sterling children s books
297,Treasure Island,Robert Louis Stevenson,3.83,1416500294,9781416500292,eng,245,5967,276,6/1/2005,Simon & Schuster,treasure island,robert louis stevenson,simon schuster,treasure island robert louis stevenson simon schuster
298,Treasure Island,Robert Louis Stevenson/N.C. Wyeth/Timothy Meis,3.83,0689854684,9780689854682,eng,64,104,14,7/1/2003,Atheneum Books for Young Readers,treasure island,robert louis stevenson n c wyeth timothy meis,atheneum books for young readers,treasure island robert louis stevenson n c wyeth timothy meis atheneum books for young readers
299,Treasure Island,Robert Louis Stevenson/Milo Winter,3.83,0517221144,9780517221143,en-US,272,56,4,9/3/2002,Gramercy Books,treasure island,robert louis stevenson milo winter,gramercy books,treasure island robert louis stevenson milo winter gramercy books
302,Treasure Island (Great Illustrated Classics),Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson,4.05,1577658051,9781577658054,eng,232,91,16,1/31/2006,Abdo Publishing Company,treasure island great illustrated classics,deidre s laiken a j mcallister robert louis stevenson,abdo publishing company,treasure island great illustrated classics deidre s laiken a j mcallister robert louis stevenson abdo publishing company
313,100 Years of Lynchings,Ralph Ginzburg,4.61,0933121180,9780933121188,eng,270,88,4,11/22/1996,Black Classic Press,100 years of lynchings,ralph ginzburg,black classic press,100 years of lynchings ralph ginzburg black classic press
324,Cien años de soledad,Gabriel García Márquez,4.07,0785950109,9780785950103,spa,448,63,7,1/1/1990,French & European,cien años de soledad,gabriel garcía márquez,french european,cien años de soledad gabriel garcía márquez french european
330,On Beyond Zebra!,Dr. Seuss,4.04,0394800842,9780394800844,eng,64,2815,164,9/12/1955,Random House Books for Young Readers,on beyond zebra,dr seuss,random house books for young readers,on beyond zebra dr seuss random house books for young readers
332,The Wedding Clause,Debbie Raleigh,3.6,0821778250,9780821778258,eng,256,95,13,6/7/2005,Zebra,the wedding clause,debbie raleigh,zebra,the wedding clause debbie raleigh zebra
333,The Zebra Wall,Kevin Henkes,3.44,0060733039,9780060733032,eng,147,217,24,2/15/2005,Greenwillow Books,the zebra wall,kevin henkes,greenwillow books,the zebra wall kevin henkes greenwillow books
337,El perfume: Historia de un asesino,Patrick Süskind,4.02,8432216062,9788432216060,spa,239,4136,255,6/1/2002,Booket,el perfume historia de un asesino,patrick süskind,booket,el perfume historia de un asesino patrick süskind booket
